Status Resp Rx'd 4 bytes, resp 22
Records: 1875, Error: 0
rRead Meas Sent: 0
Rec Id,Meas Inv,Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z
82,0,31,-211,146,-1,0,0
83,0,30,-215,144,-1,-1,0
83,0,31,-214,145,-1,0,0
84,0,30,-213,144,-1,0,0
84,0,31,-212,145,-1,-1,-1
85,0,31,-213,143,-1,-1,0
85,0,30,-213,144,-1,-1,0
86,0,30,-213,145,-1,0,0
86,0,30,-212,145,-1,0,-1
87,0,30,-213,145,-1,-1,-1
87,0,30,-212,144,-1,-1,-1
88,0,31,-212,144,-1,-2,-1
88,0,29,-213,143,-1,-1,0
89,0,29,-214,143,-1,-1,0
89,0,30,-214,144,-1,-1,-1
90,0,29,-215,144,-1,-1,-1
90,0,30,-213,144,-1,0,-1
91,0,30,-214,144,-1,0,-1
91,0,30,-213,143,-1,0,-1
92,0,31,-212,144,-1,0,-1
92,0,30,-214,144,-1,0,0
93,0,30,-212,145,-1,0,0
93,0,29,-215,144,-1,0,-1
94,0,30,-213,144,-1,0,-1
94,0,30,-214,144,0,0,-1
95,0,31,-213,144,-1,0,-1
95,0,31,-212,145,-1,0,-1
96,0,31,-213,144,-1,1,-1
96,0,30,-213,144,-1,1,0
97,0,29,-214,144,-1,1,0
97,0,30,-213,145,-1,1,0
98,0,28,-214,144,0,2,-1
98,0,31,-212,145,0,2,-1
99,0,32,-208,147,-1,0,-1
99,0,29,-214,145,-1,-1,-1
100,0,31,-211,144,0,-1,-1
100,0,30,-213,145,-1,-1,-1
101,0,30,-213,144,-1,-1,0
101,0,29,-212,144,0,-1,0
102,0,30,-212,145,0,0,-1
102,0,30,-213,145,0,0,0
103,0,31,-212,144,0,0,0
103,0,31,-211,146,-1,0,0
104,0,30,-213,144,-1,-1,0
104,0,30,-212,145,-1,-1,0
105,0,29,-214,143,-1,-1,-1
105,0,30,-213,145,-1,0,-1
106,0,30,-213,145,-1,0,-1
106,0,31,-213,145,-1,0,-1
107,0,30,-212,145,-1,0,-1
107,0,31,-212,145,-1,0,-1
108,0,30,-213,145,-1,0,-1
108,0,30,-212,146,-1,-1,-1
109,0,30,-213,147,-1,-1,-1
109,0,30,-214,144,-1,-2,-1
110,0,31,-212,146,-1,-2,-2
110,0,30,-213,144,-1,-2,-1
111,0,30,-212,146,-1,-1,-1
111,0,31,-211,147,0,-3,-1
112,0,31,-214,143,5,-11,1
112,0,30,-215,140,4,-10,1
113,0,30,-215,140,2,-5,0
113,0,31,-215,141,0,-1,-1
114,0,31,-214,143,-1,0,-1
114,0,31,-214,143,-2,1,-1
115,0,30,-214,143,-2,2,-2
115,0,31,-213,142,-3,2,-2
116,0,31,-213,141,-3,2,-2
116,0,31,-213,144,-3,3,-2
117,0,31,-213,144,-3,2,-1
117,0,30,-213,145,-3,2,-1
118,0,31,-214,144,-2,1,-1
118,0,30,-214,144,-2,1,-1
119,0,30,-213,144,-2,1,-1
119,0,31,-213,143,-2,0,-1
120,0,31,-212,145,-2,0,-1
120,0,31,-213,144,-2,0,0
121,0,29,-214,144,-2,0,0
121,0,30,-213,144,-1,0,-1
122,0,28,-215,143,-1,0,-1
122,0,30,-214,144,-1,0,-2
123,0,31,-213,144,-1,0,-2
123,0,31,-212,145,-1,0,-1
124,0,31,-211,146,-1,0,0
124,0,31,-213,145,-1,0,0
125,0,30,-213,144,-1,0,0
125,0,28,-213,145,-1,0,-1
126,0,30,-212,145,-1,-1,-1
