Status Resp Rx'd 4 bytes, resp 22
Records: 1875, Error: 0
rRead Meas Sent: 0
Rec Id,Meas Inv,Acc X,Acc Y,Acc Z,Gyro X,Gyro Y,Gyro Z
1,0,-22,-197,165,-1,-2,-1
1,0,-23,-197,164,-1,-2,-1
2,0,-23,-196,165,-1,-2,0
2,0,-24,-196,164,-1,-1,0
3,0,-24,-197,163,-1,-1,0
3,0,-22,-197,164,-1,-1,0
4,0,-24,-197,165,-1,-1,0
4,0,-24,-197,165,-1,-1,0
5,0,-23,-198,164,-1,-1,-1
5,0,-24,-195,165,0,-1,-1
6,0,-22,-197,164,0,-1,-1
6,0,-24,-196,164,0,-1,-1
7,0,-23,-197,164,-1,-1,-1
7,0,-24,-197,164,-1,-1,-1
8,0,-25,-196,164,-1,-1,-1
8,0,-24,-197,164,-1,-1,-1
9,0,-24,-198,164,0,-1,-1
9,0,-23,-196,164,0,-1,-1
10,0,-23,-197,165,0,-1,-1
10,0,-23,-198,164,0,-1,-1
11,0,-24,-196,165,-1,-1,-1
11,0,-24,-198,164,0,-1,-1
12,0,-25,-197,165,-1,-1,-1
12,0,-23,-198,163,0,-1,-1
13,0,-25,-196,164,0,0,-1
13,0,-24,-197,164,0,0,-1
14,0,-23,-197,164,0,-1,-1
14,0,-24,-197,163,0,-1,-1
15,0,-24,-197,164,0,0,-1
15,0,-24,-197,164,0,0,-1
16,0,-24,-197,164,0,0,-1
16,0,-23,-196,164,0,0,-1
17,0,-23,-197,165,0,0,-1
17,0,-24,-197,165,0,0,-1
18,0,-24,-197,164,0,0,-1
18,0,-23,-197,164,0,0,-1
19,0,-24,-196,164,0,-1,-1
19,0,-24,-197,163,0,-1,-1
20,0,-23,-197,164,0,0,-1
20,0,-23,-197,164,0,0,-1
21,0,-22,-198,164,0,0,-1
21,0,-23,-196,164,0,0,-1
22,0,-23,-196,165,0,0,-1
22,0,-24,-197,164,0,0,-1
23,0,-23,-197,163,0,0,-1
23,0,-23,-197,164,0,0,-1
24,0,-24,-197,164,0,0,-1
24,0,-23,-196,164,0,0,-1
25,0,-24,-197,164,0,0,-1
25,0,-23,-197,165,0,0,-1
26,0,-23,-197,164,0,0,-1
26,0,-23,-196,165,0,0,-1
27,0,-23,-197,165,0,1,-1
27,0,-23,-197,164,0,1,-1
28,0,-24,-196,165,0,1,-1
28,0,-23,-195,164,0,0,-1
29,0,-24,-195,165,0,0,-1
29,0,-23,-196,165,0,0,-1
30,0,-23,-196,164,0,0,-1
30,0,-22,-196,166,0,0,-1
31,0,-23,-196,165,0,0,-1
31,0,-23,-197,166,0,0,-1
32,0,-22,-196,165,0,0,-1
32,0,-23,-196,165,0,-1,-1
33,0,-24,-196,165,0,-1,-1
33,0,-24,-196,165,0,-1,-1
34,0,-23,-196,166,0,-1,-1
34,0,-22,-197,165,0,-1,-1
35,0,-22,-197,165,0,-1,-1
35,0,-23,-196,165,0,-1,-1
36,0,-24,-196,164,-1,-1,-1
36,0,-23,-195,164,0,-1,-1
37,0,-23,-197,165,0,-1,-1
37,0,-23,-197,165,0,-1,-1
38,0,-23,-196,166,0,-1,-1
38,0,-22,-196,166,-1,-1,-1
39,0,-22,-197,165,-1,-1,-1
39,0,-22,-197,164,-1,-1,-1
40,0,-24,-196,165,0,-1,-1
40,0,-23,-196,165,0,-1,-1
41,0,-23,-197,164,-1,-1,-1
41,0,-23,-196,165,-1,-1,-1
42,0,-23,-196,164,-1,-2,-1
42,0,-23,-196,164,-1,-1,-1
43,0,-23,-196,165,-1,-1,-1
43,0,-23,-197,165,0,-1,-1
44,0,-24,-197,164,0,-1,-1
44,0,-23,-196,164,0,-1,-1
45,0,-24,-196,164,0,-1,-1
45,0,-23,-197,164,0,-1,-1
46,0,-24,-197,165,0,0,-1
46,0,-24,-196,166,0,0,-1
47,0,-22,-196,165,0,-1,-1
47,0,-23,-198,164,0,-1,-1
48,0,-22,-197,164,0,-1,-1
48,0,-23,-196,165,0,-1,-1
49,0,-24,-197,164,0,-1,-1
49,0,-22,-196,164,0,-1,-1
50,0,-22,-197,164,0,-1,-1
50,0,-22,-196,164,0,0,-1
51,0,-23,-196,164,0,-1,-1
51,0,-23,-197,164,0,-1,-1
52,0,-22,-198,165,0,-1,-1
52,0,-23,-198,164,0,-1,-1
53,0,-23,-196,164,0,-1,-1
53,0,-23,-196,163,0,-1,-1
54,0,-22,-197,163,0,-1,-1
54,0,-23,-197,163,0,-1,-1
55,0,-22,-196,164,0,-1,-1
55,0,-22,-197,164,0,-1,-1
56,0,-22,-197,164,0,-1,-1
56,0,-23,-198,164,0,-1,-1
57,0,-23,-198,165,0,-1,-1
57,0,-24,-197,164,0,-1,-1
58,0,-22,-198,164,0,-1,-1
58,0,-22,-197,164,0,-1,-1
59,0,-23,-196,164,0,-1,-1
59,0,-23,-197,164,-1,-1,-1
60,0,-22,-198,163,-1,-1,-1
60,0,-23,-197,164,0,-1,-1
61,0,-23,-196,164,0,-1,-1
61,0,-23,-197,163,0,-1,-1
62,0,-23,-198,164,0,-1,-1
62,0,-21,-198,164,0,-1,-1
63,0,-23,-197,164,0,-1,-1
63,0,-23,-197,163,0,-1,-1
64,0,-23,-198,163,0,-1,-1
64,0,-23,-197,165,0,0,-1
65,0,-22,-197,163,0,0,-1
65,0,-23,-197,164,0,-1,-1
66,0,-22,-198,163,0,-1,-1
66,0,-23,-197,164,0,-1,-1
67,0,-22,-196,164,0,0,-1
67,0,-23,-197,164,0,0,-1
68,0,-23,-198,164,0,-1,-1
68,0,-22,-196,164,0,-1,-1
69,0,-22,-197,163,0,0,-1
69,0,-22,-197,164,0,0,-1
70,0,-23,-197,164,0,-1,-1
70,0,-22,-197,164,0,-1,-1
71,0,-22,-198,164,0,-1,-1
71,0,-22,-197,165,0,-1,-1
72,0,-22,-198,164,0,-1,-1
72,0,-23,-197,163,0,-1,-1
73,0,-22,-198,163,0,-1,-1
73,0,-22,-197,164,0,0,-1
74,0,-23,-197,164,0,0,-1
74,0,-22,-197,164,0,0,-1
75,0,-23,-198,163,0,-1,-1
75,0,-23,-197,164,0,0,-1
76,0,-23,-197,165,0,0,-1
76,0,-23,-197,164,0,-1,-1
77,0,-23,-198,164,0,-1,-1
77,0,-22,-197,163,0,-1,-1
78,0,-22,-196,164,0,-1,-1
78,0,-22,-197,164,0,-1,-1
79,0,-22,-197,163,0,-1,-1
79,0,-21,-197,164,0,-1,-1
80,0,-23,-198,163,0,-1,-1
80,0,-23,-197,163,0,-1,-1
81,0,-22,-197,164,0,-1,-1
81,0,-21,-198,164,0,-1,-1
82,0,-22,-198,163,0,-1,-1
82,0,-23,-198,164,0,-1,-1
83,0,-22,-197,165,0,0,-1
83,0,-22,-197,164,0,0,-1
84,0,-23,-197,164,0,0,-1
84,0,-22,-197,164,0,0,-1
85,0,-21,-197,163,0,0,-1
85,0,-21,-197,163,0,0,-1
86,0,-22,-198,164,0,0,-1
86,0,-22,-198,164,0,0,-1
87,0,-22,-197,163,0,0,-1
87,0,-23,-197,164,0,0,-1
88,0,-22,-197,165,0,0,-1
88,0,-21,-198,163,0,0,-1
89,0,-22,-196,163,0,-1,-1
89,0,-22,-198,164,0,0,-1
90,0,-22,-198,164,0,0,-1
90,0,-22,-197,163,0,0,-1
91,0,-21,-197,164,0,0,-1
91,0,-22,-198,164,-1,0,-1
92,0,-23,-197,165,-1,0,0
92,0,-22,-197,164,-1,-1,-1
93,0,-21,-197,164,-1,0,-1
93,0,-22,-197,163,-1,-1,0
94,0,-23,-196,162,-1,-1,0
94,0,-23,-198,164,-1,0,0
95,0,-23,-197,164,0,0,-1
95,0,-22,-197,165,0,0,-1
96,0,-22,-198,164,0,0,-1
96,0,-22,-197,163,-1,0,0
97,0,-22,-196,164,-1,0,-1
97,0,-22,-196,164,0,-1,-1
98,0,-22,-197,164,0,-1,-1
98,0,-21,-197,165,0,-1,-1
99,0,-23,-198,163,-1,-1,0
99,0,-23,-196,164,-1,-1,-1
100,0,-23,-197,163,0,-2,-1
100,0,-22,-197,164,0,-1,-1
101,0,-23,-198,164,0,-1,-1
101,0,-22,-197,163,0,-1,-1
102,0,-23,-198,164,0,-1,-1
102,0,-22,-198,164,-1,-1,-1
103,0,-23,-197,163,-1,-1,-1
103,0,-23,-198,163,-1,-1,-1
104,0,-23,-197,163,-1,-1,-1
104,0,-23,-197,164,-1,-1,-1
105,0,-22,-198,164,-1,-1,-1
105,0,-22,-198,164,0,0,-1
106,0,-23,-197,163,0,-1,-1
106,0,-24,-198,164,-1,-1,-1
107,0,-23,-198,163,-1,-1,-1
107,0,-24,-198,163,0,-1,-1
108,0,-24,-197,164,0,0,-1
108,0,-23,-198,164,0,0,-1
109,0,-22,-198,164,-1,-1,-1
109,0,-23,-198,164,0,-1,-1
110,0,-23,-198,163,-1,-1,-1
110,0,-24,-198,163,0,-1,-1
111,0,-24,-197,164,0,0,-1
111,0,-23,-198,164,0,0,-1
112,0,-23,-198,164,0,0,-1
112,0,-22,-197,164,0,0,-1
113,0,-22,-198,163,0,0,-1
113,0,-23,-198,163,0,0,-1
114,0,-24,-198,164,0,0,-1
114,0,-23,-198,164,0,0,-1
115,0,-22,-197,164,0,0,-1
115,0,-23,-197,164,0,0,-1
116,0,-23,-197,163,0,0,-1
116,0,-24,-196,164,0,0,-1
117,0,-23,-198,164,0,1,-1
117,0,-23,-196,165,0,1,-1
118,0,-22,-197,165,0,1,-1
118,0,-23,-198,163,0,1,0
119,0,-21,-197,164,0,1,0
119,0,-22,-197,164,0,1,0
120,0,-22,-196,164,0,1,0
120,0,-23,-197,164,0,1,0
121,0,-23,-197,164,0,1,-1
121,0,-22,-197,164,0,1,-1
122,0,-23,-195,165,0,1,0
122,0,-22,-197,164,0,0,0
123,0,-24,-195,165,-1,0,0
123,0,-25,-197,163,-1,0,0
124,0,-23,-197,164,0,0,0
124,0,-22,-196,165,0,0,0
125,0,-23,-196,165,0,0,0
125,0,-24,-196,164,0,0,0
126,0,-22,-197,165,0,0,0
126,0,-25,-197,164,0,0,0
127,0,-25,-197,164,-1,0,0
127,0,-24,-196,165,0,0,-1
128,0,-24,-196,165,0,0,-1
128,0,-24,-195,165,0,0,-1
129,0,-22,-195,165,0,0,-1
129,0,-23,-196,165,0,0,-1
130,0,-24,-196,164,0,0,0
130,0,-24,-196,165,-1,0,0
131,0,-23,-196,165,-1,0,0
131,0,-24,-197,165,0,0,-1
132,0,-24,-196,165,0,0,-1
132,0,-23,-196,165,0,0,-1
133,0,-22,-197,164,-1,0,-1
133,0,-25,-196,164,0,0,-1
134,0,-22,-196,165,0,0,-1
134,0,-24,-196,166,0,0,-1
135,0,-24,-196,165,0,0,-1
135,0,-22,-195,166,-1,0,0
136,0,-27,-196,165,0,0,0
136,0,-23,-195,165,0,0,0
137,0,-25,-196,166,0,0,-1
137,0,-24,-196,165,0,-1,-1
138,0,-24,-195,166,0,-1,-1
138,0,-23,-196,165,0,-1,-1
139,0,-24,-196,166,0,-1,-1
139,0,-24,-195,165,0,-1,-1
140,0,-24,-195,165,0,0,-1
140,0,-24,-195,165,0,0,-1
141,0,-23,-196,165,0,0,-1
141,0,-23,-196,166,0,0,-1
142,0,-24,-196,165,0,-1,-1
142,0,-24,-196,166,0,-1,-1
143,0,-24,-196,165,0,-1,-1
143,0,-25,-194,165,0,-2,-1
144,0,-24,-196,165,0,-2,-1
144,0,-24,-196,165,0,-2,-2
145,0,-24,-195,164,0,-1,-2
145,0,-22,-197,165,0,-1,-2
146,0,-23,-197,164,0,-1,-1
146,0,-23,-195,165,0,-1,-1
147,0,-24,-197,165,0,-1,-1
147,0,-24,-197,164,0,-1,-1
148,0,-25,-196,164,0,0,-1
148,0,-22,-195,166,0,0,-2
149,0,-22,-197,165,0,-1,-1
149,0,-23,-196,165,0,-1,-1
150,0,-23,-196,165,0,-1,-1
150,0,-25,-195,164,0,-1,-2
151,0,-23,-196,165,0,0,-1
151,0,-21,-197,166,0,0,-1
152,0,-21,-197,165,0,0,-1
152,0,-24,-196,166,0,0,-1
153,0,-23,-197,164,0,0,-1
153,0,-23,-196,165,0,0,-1
154,0,-23,-196,165,0,0,-1
154,0,-22,-197,165,0,0,-1
155,0,-23,-195,165,0,0,-1
155,0,-23,-196,165,0,0,-1
156,0,-22,-196,166,0,-1,-1
156,0,-22,-196,165,0,-1,-1
157,0,-24,-196,165,-1,-1,-1
157,0,-23,-196,165,-1,-1,-1
158,0,-23,-196,165,0,-1,-1
158,0,-22,-197,165,0,-1,-1
159,0,-23,-196,165,0,-1,-1
159,0,-23,-196,165,0,-1,-1
160,0,-23,-196,165,0,-1,-1
160,0,-23,-197,164,0,-1,-1
161,0,-23,-196,165,0,0,-1
161,0,-23,-197,164,0,0,-1
162,0,-23,-195,166,0,0,-1
162,0,-22,-196,164,0,-1,-1
163,0,-23,-196,164,0,-1,-1
163,0,-22,-196,165,0,-1,-1
164,0,-23,-195,166,0,-1,-1
164,0,-22,-196,164,0,-1,-1
165,0,-23,-197,165,0,-1,-1
165,0,-26,-196,164,0,-1,-1
166,0,-24,-197,164,0,-1,-1
166,0,-22,-196,165,0,-1,-1
167,0,-21,-196,165,0,-1,-1
167,0,-23,-197,164,0,-1,-1
168,0,-23,-196,165,0,-1,-1
168,0,-24,-196,164,0,-1,-1
169,0,-24,-196,165,0,-1,-1
169,0,-23,-197,164,0,-1,-1
170,0,-24,-196,165,0,0,-1
170,0,-22,-196,165,0,-1,-1
171,0,-24,-195,165,0,-1,-1
171,0,-21,-197,165,-1,-1,-1
172,0,-23,-197,165,-1,-1,-1
172,0,-25,-196,164,0,-1,-1
173,0,-24,-196,165,0,-1,-1
173,0,-24,-197,164,0,-1,-1
174,0,-23,-197,164,0,0,-1
174,0,-22,-197,164,0,0,-1
175,0,-22,-196,166,0,0,-1
175,0,-23,-197,164,0,-1,-1
176,0,-23,-196,164,0,-1,-1
176,0,-23,-197,164,0,-1,-1
177,0,-23,-196,164,0,0,-1
177,0,-23,-197,165,0,-1,-1
178,0,-23,-196,165,0,-1,-1
178,0,-22,-196,164,0,-1,-1
179,0,-23,-195,165,0,-1,-1
179,0,-23,-196,165,0,-1,-1
180,0,-22,-197,164,0,-1,-1
180,0,-23,-197,165,0,-1,-1
181,0,-22,-197,165,0,-1,-1
181,0,-23,-197,165,0,-1,-1
182,0,-23,-197,164,0,0,-1
182,0,-22,-197,164,0,-1,-1
183,0,-23,-197,164,0,0,-1
183,0,-22,-197,164,0,0,-1
184,0,-22,-197,164,0,0,-1
184,0,-22,-196,165,0,0,-1
185,0,-23,-197,164,0,0,-1
185,0,-23,-197,165,0,0,-1
186,0,-23,-196,165,0,0,-1
186,0,-22,-197,164,0,-1,-1
187,0,-22,-196,165,0,-1,-1
187,0,-22,-197,164,0,0,-1
188,0,-22,-197,165,0,-1,-1
188,0,-22,-197,165,0,-1,-1
189,0,-23,-197,164,0,0,-1
189,0,-22,-197,164,0,0,-1
